#
# Shellcode detector
#
Executed before
0x77CC29C5::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC29C9::ntdll.dll  66 89 70 12             mov word ptr [eax+0x12], si
0x77CC29CD::ntdll.dll  EB E4                   jmp 0x77cc29b3
0x77CC76B5::ntdll.dll  0F B7 C8                movzx ecx, ax
0x77CC76B8::ntdll.dll  0F B7 06                movzx eax, word ptr [esi]
0x77CC76BB::ntdll.dll  66 83 F8 41             cmp ax, 0x41
0x77CC76BF::ntdll.dll  72 09                   jb 0x77cc76ca
0x77CC76C1::ntdll.dll  66 83 F8 5A             cmp ax, 0x5a
0x77CC76C5::ntdll.dll  77 03                   jnbe 0x77cc76ca
0x77CC76C7::ntdll.dll  83 C0 20                add eax, 0x20
0x77CC76CA::ntdll.dll  42                      inc edx
0x77CC76CB::ntdll.dll  42                      inc edx
0x77CC76CC::ntdll.dll  46                      inc esi
0x77CC76CD::ntdll.dll  46                      inc esi
0x77CC76CE::ntdll.dll  FF 4D 10                dec dword ptr [ebp+0x10]
0x77CC76D1::ntdll.dll  0F B7 C0                movzx eax, ax
0x77CC76D4::ntdll.dll  74 0A                   jz 0x77cc76e0
0x77CCDD94::ntdll.dll  66 83 FE 7A             cmp si, 0x7a
0x77CCDD98::ntdll.dll  0F 87 52 2A FC FF       jnbe 0x77c907f0
0x77CCDD9E::ntdll.dll  83 E9 20                sub ecx, 0x20
0x77CCDDA1::ntdll.dll  8B 75 FC                mov esi, dword ptr [ebp-0x4]
0x77CCDDA4::ntdll.dll  69 F6 3F 00 01 00       imul esi, esi, 0x1003f
0x77CCDDAA::ntdll.dll  03 F1                   add esi, ecx
0x77CCDDAC::ntdll.dll  89 75 FC                mov dword ptr [ebp-0x4], esi
0x77CCDDAF::ntdll.dll  85 D2                   test edx, edx
0x77CCDDB1::ntdll.dll  75 CF                   jnz 0x77ccdd82
0x77CCDDB3::ntdll.dll  5E                      pop esi
0x77CCDDB4::ntdll.dll  8B 45 FC                mov eax, dword ptr [ebp-0x4]
0x77CCDDB7::ntdll.dll  89 03                   mov dword ptr [ebx], eax
0x77CCDDB9::ntdll.dll  33 C0                   xor eax, eax
0x77CCDDBB::ntdll.dll  5F                      pop edi
0x77CCDDBC::ntdll.dll  5B                      pop ebx
0x77CCDDBD::ntdll.dll  C9                      leave 
0x77CCDDBE::ntdll.dll  C2 10 00                ret 0x10
0x77CA4550::ntdll.dll  8B 44 8E EC             mov eax, dword ptr [esi+ecx*4-0x14]
0x77CA4554::ntdll.dll  89 44 8F EC             mov dword ptr [edi+ecx*4-0x14], eax
0x77CA4558::ntdll.dll  8B 44 8E F0             mov eax, dword ptr [esi+ecx*4-0x10]
0x77CA455C::ntdll.dll  89 44 8F F0             mov dword ptr [edi+ecx*4-0x10], eax
0x77CA4560::ntdll.dll  8B 44 8E F4             mov eax, dword ptr [esi+ecx*4-0xc]
0x77CA4564::ntdll.dll  89 44 8F F4             mov dword ptr [edi+ecx*4-0xc], eax
0x77CA4568::ntdll.dll  8B 44 8E F8             mov eax, dword ptr [esi+ecx*4-0x8]
0x77CA456C::ntdll.dll  89 44 8F F8             mov dword ptr [edi+ecx*4-0x8], eax
0x77CA4570::ntdll.dll  8B 44 8E FC             mov eax, dword ptr [esi+ecx*4-0x4]
0x77CA4574::ntdll.dll  89 44 8F FC             mov dword ptr [edi+ecx*4-0x4], eax
0x77CA4578::ntdll.dll  8D 04 8D 00 00 00 00    lea eax, ptr [ecx*4]
0x77CA457F::ntdll.dll  03 F0                   add esi, eax
0x77CA4581::ntdll.dll  03 F8                   add edi, eax
0x77CA4583::ntdll.dll  FF 24 95 8C 45 CA 77    jmp dword ptr [edx*4+0x77ca458c]
0x77CA45DC::ntdll.dll  8D 74 31 FC             lea esi, ptr [ecx+esi*1-0x4]
0x77CA45E0::ntdll.dll  8D 7C 39 FC             lea edi, ptr [ecx+edi*1-0x4]
0x77CA45E4::ntdll.dll  F7 C7 03 00 00 00       test edi, 0x3
0x77CA45EA::ntdll.dll  75 24                   jnz 0x77ca4610
0x77CA45EC::ntdll.dll  C1 E9 02                shr ecx, 0x2
0x77CA45EF::ntdll.dll  83 E2 03                and edx, 0x3
0x77CA45F2::ntdll.dll  83 F9 08                cmp ecx, 0x8
0x77CA45F5::ntdll.dll  72 0D                   jb 0x77ca4604
0x77CA45F7::ntdll.dll  FD                      std 
0x77CA45F8::ntdll.dll  F3 A5                   rep movsd dword ptr [edi], dword ptr [esi]
0x77CA45F8::ntdll.dll  F3 A5                   rep movsd dword ptr [edi], dword ptr [esi]
0x77CA45FA::ntdll.dll  FC                      cld 
0x77CA45FB::ntdll.dll  FF 24 95 28 47 CA 77    jmp dword ptr [edx*4+0x77ca4728]
0x77CA4738::ntdll.dll  8B 45 08                mov eax, dword ptr [ebp+0x8]
0x77CA473B::ntdll.dll  5E                      pop esi
0x77CA473C::ntdll.dll  5F                      pop edi
0x77CA473D::ntdll.dll  C9                      leave 
0x77CA473E::ntdll.dll  C3                      ret 
0x77CD0E6F::ntdll.dll  83 C4 0C                add esp, 0xc
0x77CD0E72::ntdll.dll  8D 45 0C                lea eax, ptr [ebp+0xc]
0x77CD0E75::ntdll.dll  50                      push eax
0x77CD0E76::ntdll.dll  8D 45 08                lea eax, ptr [ebp+0x8]
0x77CD0E79::ntdll.dll  50                      push eax
0x77CD0E7A::ntdll.dll  53                      push ebx
0x77CD0E7B::ntdll.dll  E8 3D 00 00 00          call 0x77cd0ebd -> RtlEncodeSystemPointer
0x77CD2958::ntdll.dll  66 39 41 0E             cmp word ptr [ecx+0xe], ax
0x77CD295C::ntdll.dll  0F 85 17 DD FF FF       jnz 0x77cd0679
0x77CD2962::ntdll.dll  E9 3C 18 02 00          jmp 0x77cf41a3
0x77CD0B38::ntdll.dll  85 DB                   test ebx, ebx
0x77CD0B3A::ntdll.dll  0F 85 C2 15 00 00       jnz 0x77cd2102
0x77CD0B40::ntdll.dll  80 7D 23 00             cmp byte ptr [ebp+0x23], 0x0
0x77CD0B44::ntdll.dll  0F B7 85 7E FF FF FF    movzx eax, word ptr [ebp-0x82]
0x77CD0B4B::ntdll.dll  75 04                   jnz 0x77cd0b51
0x77CD0B4D::ntdll.dll  0F B7 47 0E             movzx eax, word ptr [edi+0xe]
0x77CD0B51::ntdll.dll  8B D8                   mov ebx, eax
0x77CD0B53::ntdll.dll  89 5D D0                mov dword ptr [ebp-0x30], ebx
0x77CD0B56::ntdll.dll  81 FB FF FF 00 00       cmp ebx, 0xffff
0x77CD0B5C::ntdll.dll  0F 8F 84 33 02 00       jnle 0x77cf3ee6
0x77CD0B62::ntdll.dll  80 7D DC 00             cmp byte ptr [ebp-0x24], 0x0
0x77CD0B66::ntdll.dll  74 3E                   jz 0x77cd0ba6
0x77CD0B68::ntdll.dll  8D 45 A4                lea eax, ptr [ebp-0x5c]
0x77CD0B6B::ntdll.dll  50                      push eax
0x77CD0B6C::ntdll.dll  6A 08                   push 0x8
0x77CD0B6E::ntdll.dll  53                      push ebx
0x77CD0B6F::ntdll.dll  E8 03 02 00 00          call 0x77cd0d77 -> LdrResSearchResource
0x77CC2A05::ntdll.dll  0F B6 72 0D             movzx esi, byte ptr [edx+0xd]
0x77CC2A09::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A0D::ntdll.dll  66 89 70 1A             mov word ptr [eax+0x1a], si
0x77CC2A11::ntdll.dll  EB D8                   jmp 0x77cc29eb
0x77CC29EB::ntdll.dll  0F B6 72 0C             movzx esi, byte ptr [edx+0xc]
0x77CC29EF::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC29F3::ntdll.dll  66 89 70 18             mov word ptr [eax+0x18], si
0x77CC29F7::ntdll.dll  EB E4                   jmp 0x77cc29dd
0x77CC29DD::ntdll.dll  0F B6 72 0B             movzx esi, byte ptr [edx+0xb]
0x77CC29E1::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC29E5::ntdll.dll  66 89 70 16             mov word ptr [eax+0x16], si
0x77CC29E9::ntdll.dll  EB E4                   jmp 0x77cc29cf
0x77CCE5C2::ntdll.dll  84 C0                   test al, al
0x77CCE5C4::ntdll.dll  0F 85 9F 01 00 00       jnz 0x77cce769
0x77CCE5CA::ntdll.dll  8B 36                   mov esi, dword ptr [esi]
0x77CCE5CC::ntdll.dll  EB DB                   jmp 0x77cce5a9
0x77CCE5A9::ntdll.dll  3B F3                   cmp esi, ebx
0x77CCE5AB::ntdll.dll  0F 84 92 13 00 00       jz 0x77ccf943
0x77CCE5B1::ntdll.dll  8D 7E C4                lea edi, ptr [esi-0x3c]
0x77CCE5B4::ntdll.dll  6A 01                   push 0x1
0x77CCE5B6::ntdll.dll  8D 47 2C                lea eax, ptr [edi+0x2c]
0x77CCE5B9::ntdll.dll  50                      push eax
0x77CCE5BA::ntdll.dll  FF 75 08                push dword ptr [ebp+0x8]
0x77CCE5BD::ntdll.dll  E8 A4 90 FF FF          call 0x77cc7666 -> RtlEqualUnicodeString
0x77CDAA02::ntdll.dll  89 45 F4                mov dword ptr [ebp-0xc], eax
0x77CDAA05::ntdll.dll  85 C0                   test eax, eax
0x77CDAA07::ntdll.dll  0F 8C 12 41 01 00       jl 0x77ceeb1f
0x77CDAA0D::ntdll.dll  FF 75 F0                push dword ptr [ebp-0x10]
0x77CDAA10::ntdll.dll  8B 75 0C                mov esi, dword ptr [ebp+0xc]
0x77CDAA13::ntdll.dll  56                      push esi
0x77CDAA14::ntdll.dll  E8 81 6F FF FF          call 0x77cd199a -> RtlEncodeSystemPointer
0x77CDAA19::ntdll.dll  89 45 F4                mov dword ptr [ebp-0xc], eax
0x77CDAA1C::ntdll.dll  85 C0                   test eax, eax
0x77CDAA1E::ntdll.dll  0F 8C 2B 41 01 00       jl 0x77ceeb4f
0x77CDAA24::ntdll.dll  8B 75 EC                mov esi, dword ptr [ebp-0x14]
0x77CDAA27::ntdll.dll  0F B7 4E 06             movzx ecx, word ptr [esi+0x6]
0x77CDAA2B::ntdll.dll  8B 16                   mov edx, dword ptr [esi]
0x77CDAA2D::ntdll.dll  8D 46 08                lea eax, ptr [esi+0x8]
0x77CDAA30::ntdll.dll  89 45 E8                mov dword ptr [ebp-0x18], eax
0x77CDAA33::ntdll.dll  8B 45 F0                mov eax, dword ptr [ebp-0x10]
0x77CDAA36::ntdll.dll  89 4D DC                mov dword ptr [ebp-0x24], ecx
0x77CDAA39::ntdll.dll  3B 50 44                cmp edx, dword ptr [eax+0x44]
0x77CDAA3C::ntdll.dll  0F 84 94 00 FB FF       jz 0x77c8aad6
0x77CDAA42::ntdll.dll  FF 75 18                push dword ptr [ebp+0x18]
0x77CDAA45::ntdll.dll  FF 75 0C                push dword ptr [ebp+0xc]
0x77CDAA48::ntdll.dll  50                      push eax
0x77CDAA49::ntdll.dll  E8 91 6E FF FF          call 0x77cd18df -> RtlEncodeSystemPointer
0x77C8AAD6::ntdll.dll  83 78 6C 00             cmp dword ptr [eax+0x6c], 0x0
0x77C8AADA::ntdll.dll  0F 84 62 FF 04 00       jz 0x77cdaa42
0x77C8AAE0::ntdll.dll  66 85 C9                test cx, cx
0x77C8AAE3::ntdll.dll  0F 87 00 BD FE FF       jnbe 0x77c767e9
0x77C8AAE9::ntdll.dll  8B 45 FC                mov eax, dword ptr [ebp-0x4]
0x77C8AAEC::ntdll.dll  F7 D8                   neg eax
0x77C8AAEE::ntdll.dll  1B C0                   sbb eax, eax
0x77C8AAF0::ntdll.dll  23 45 DC                and eax, dword ptr [ebp-0x24]
0x77C8AAF3::ntdll.dll  50                      push eax
0x77C8AAF4::ntdll.dll  FF 75 FC                push dword ptr [ebp-0x4]
0x77C8AAF7::ntdll.dll  FF 75 18                push dword ptr [ebp+0x18]
0x77C8AAFA::ntdll.dll  FF 75 F0                push dword ptr [ebp-0x10]
0x77C8AAFD::ntdll.dll  FF 75 0C                push dword ptr [ebp+0xc]
0x77C8AB00::ntdll.dll  E8 18 00 00 00          call 0x77c8ab1d -> RtlDeregisterWaitEx
0x77C8AB1D::ntdll.dll  6A 34                   push 0x34
0x77C8AB1F::ntdll.dll  68 B8 FF CB 77          push 0x77cbffb8
0x77C8AB24::ntdll.dll  E8 8F C0 02 00          call 0x77cb6bb8 -> RtlEnterCriticalSection
0x77C8AB29::ntdll.dll  83 65 E0 00             and dword ptr [ebp-0x20], 0x0
0x77C8AB2D::ntdll.dll  83 65 DC 00             and dword ptr [ebp-0x24], 0x0
0x77C8AB31::ntdll.dll  8B 7D 0C                mov edi, dword ptr [ebp+0xc]
0x77C8AB34::ntdll.dll  8B 47 6C                mov eax, dword ptr [edi+0x6c]
0x77C8AB37::ntdll.dll  89 45 D4                mov dword ptr [ebp-0x2c], eax
0x77C8AB3A::ntdll.dll  8B 4F 20                mov ecx, dword ptr [edi+0x20]
0x77C8AB3D::ntdll.dll  03 C8                   add ecx, eax
0x77C8AB3F::ntdll.dll  89 4D D0                mov dword ptr [ebp-0x30], ecx
0x77C8AB42::ntdll.dll  8B 57 18                mov edx, dword ptr [edi+0x18]
0x77C8AB45::ntdll.dll  2B D0                   sub edx, eax
0x77C8AB47::ntdll.dll  89 55 BC                mov dword ptr [ebp-0x44], edx
0x77C8AB4A::ntdll.dll  8B 45 08                mov eax, dword ptr [ebp+0x8]
0x77C8AB4D::ntdll.dll  8B 48 18                mov ecx, dword ptr [eax+0x18]
0x77C8AB50::ntdll.dll  8B 45 10                mov eax, dword ptr [ebp+0x10]
0x77C8AB53::ntdll.dll  8B 70 0C                mov esi, dword ptr [eax+0xc]
0x77C8AB56::ntdll.dll  03 F1                   add esi, ecx
0x77C8AB58::ntdll.dll  89 75 C8                mov dword ptr [ebp-0x38], esi
0x77C8AB5B::ntdll.dll  8B 18                   mov ebx, dword ptr [eax]
0x77C8AB5D::ntdll.dll  03 D9                   add ebx, ecx
0x77C8AB5F::ntdll.dll  89 5D 10                mov dword ptr [ebp+0x10], ebx
0x77C8AB62::ntdll.dll  8B 70 10                mov esi, dword ptr [eax+0x10]
0x77C8AB65::ntdll.dll  03 F1                   add esi, ecx
0x77C8AB67::ntdll.dll  89 75 D8                mov dword ptr [ebp-0x28], esi
0x77C8AB6A::ntdll.dll  89 75 CC                mov dword ptr [ebp-0x34], esi
0x77C8AB6D::ntdll.dll  8B 40 08                mov eax, dword ptr [eax+0x8]
0x77C8AB70::ntdll.dll  83 F8 FF                cmp eax, 0xffffffff
0x77C8AB73::ntdll.dll  0F 85 65 BC FE FF       jnz 0x77c767de
0x77C8AB79::ntdll.dll  83 65 E4 00             and dword ptr [ebp-0x1c], 0x0
0x77C8AB7D::ntdll.dll  33 C0                   xor eax, eax
0x77C8AB7F::ntdll.dll  39 03                   cmp dword ptr [ebx], eax
0x77C8AB81::ntdll.dll  0F 84 95 00 00 00       jz 0x77c8ac1c
0x77C8AB87::ntdll.dll  3B 75 E4                cmp esi, dword ptr [ebp-0x1c]
0x77C8AB8A::ntdll.dll  74 22                   jz 0x77c8abae
0x77C8AB8C::ntdll.dll  8B 06                   mov eax, dword ptr [esi]
0x77C8AB8E::ntdll.dll  3B 45 D4                cmp eax, dword ptr [ebp-0x2c]
0x77C8AB91::ntdll.dll  72 1B                   jb 0x77c8abae
0x77C8AB93::ntdll.dll  3B 45 D0                cmp eax, dword ptr [ebp-0x30]
0x77C8AB96::ntdll.dll  73 16                   jnb 0x77c8abae
0x77C8AB98::ntdll.dll  85 D2                   test edx, edx
0x77C8AB9A::ntdll.dll  74 04                   jz 0x77c8aba0
0x77C8AB9C::ntdll.dll  03 C2                   add eax, edx
0x77C8AB9E::ntdll.dll  89 06                   mov dword ptr [esi], eax
0x77C8ABA0::ntdll.dll  83 C3 04                add ebx, 0x4
0x77C8ABA3::ntdll.dll  89 5D 10                mov dword ptr [ebp+0x10], ebx
0x77C8ABA6::ntdll.dll  83 C6 04                add esi, 0x4
0x77C8ABA9::ntdll.dll  89 75 D8                mov dword ptr [ebp-0x28], esi
0x77C8ABAC::ntdll.dll  EB CF                   jmp 0x77c8ab7d
0x77C8AB7D::ntdll.dll  33 C0                   xor eax, eax
0x77C8AB7F::ntdll.dll  39 03                   cmp dword ptr [ebx], eax
0x77C8AB81::ntdll.dll  0F 84 95 00 00 00       jz 0x77c8ac1c
0x77C8AB87::ntdll.dll  3B 75 E4                cmp esi, dword ptr [ebp-0x1c]
0x77C8AB8A::ntdll.dll  74 22                   jz 0x77c8abae
0x77C8AB8C::ntdll.dll  8B 06                   mov eax, dword ptr [esi]
0x77C8AB8E::ntdll.dll  3B 45 D4                cmp eax, dword ptr [ebp-0x2c]
0x77C8AB91::ntdll.dll  72 1B                   jb 0x77c8abae
0x77C8AC1C::ntdll.dll  E8 DC BF 02 00          call 0x77cb6bfd -> RtlEnterCriticalSection
0x77C8AC21::ntdll.dll  C2 14 00                ret 0x14
0x77C8AB05::ntdll.dll  89 45 F4                mov dword ptr [ebp-0xc], eax
0x77C8AB08::ntdll.dll  85 C0                   test eax, eax
0x77C8AB0A::ntdll.dll  0F 8C 58 FF 04 00       jl 0x77cdaa68
0x77C8AB10::ntdll.dll  8B 75 EC                mov esi, dword ptr [ebp-0x14]
0x77C8AB13::ntdll.dll  E9 41 FF 04 00          jmp 0x77cdaa59
0x77CDAA59::ntdll.dll  0F B7 46 06             movzx eax, word ptr [esi+0x6]
0x77CDAA5D::ntdll.dll  83 65 F4 00             and dword ptr [ebp-0xc], 0x0
0x77CDAA61::ntdll.dll  8D 44 C6 08             lea eax, ptr [esi+eax*8+0x8]
0x77CDAA65::ntdll.dll  89 45 EC                mov dword ptr [ebp-0x14], eax
0x77CDAA68::ntdll.dll  83 7D E0 00             cmp dword ptr [ebp-0x20], 0x0
0x77CDAA6C::ntdll.dll  0F 85 13 42 01 00       jnz 0x77ceec85
0x77CDAA72::ntdll.dll  8B 45 10                mov eax, dword ptr [ebp+0x10]
0x77CDAA75::ntdll.dll  8B 4D EC                mov ecx, dword ptr [ebp-0x14]
0x77CDAA78::ntdll.dll  5F                      pop edi
0x77CDAA79::ntdll.dll  5E                      pop esi
0x77CDAA7A::ntdll.dll  89 08                   mov dword ptr [eax], ecx
0x77CDAA7C::ntdll.dll  8B 45 F4                mov eax, dword ptr [ebp-0xc]
0x77CDAA7F::ntdll.dll  5B                      pop ebx
0x77CDAA80::ntdll.dll  C9                      leave 
0x77CDAA81::ntdll.dll  C2 14 00                ret 0x14
0x77CDA988::ntdll.dll  85 C0                   test eax, eax
0x77CDA98A::ntdll.dll  0F 8C F6 00 00 00       jl 0x77cdaa86
0x77CDA990::ntdll.dll  8B 45 10                mov eax, dword ptr [ebp+0x10]
0x77CDA993::ntdll.dll  0F B7 48 04             movzx ecx, word ptr [eax+0x4]
0x77CDA997::ntdll.dll  83 C7 14                add edi, 0x14
0x77CDA99A::ntdll.dll  EB AB                   jmp 0x77cda947
0x77CDA947::ntdll.dll  66 85 C9                test cx, cx
0x77CDA94A::ntdll.dll  0F 84 34 01 00 00       jz 0x77cdaa84
0x77CDA950::ntdll.dll  8B 57 0C                mov edx, dword ptr [edi+0xc]
0x77CDA953::ntdll.dll  85 D2                   test edx, edx
0x77CDA955::ntdll.dll  0F 84 32 01 00 00       jz 0x77cdaa8d
0x77CDA95B::ntdll.dll  8B 43 18                mov eax, dword ptr [ebx+0x18]
0x77CDA95E::ntdll.dll  0F B7 F1                movzx esi, cx
0x77CDA961::ntdll.dll  03 75 FC                add esi, dword ptr [ebp-0x4]
0x77CDA964::ntdll.dll  03 C2                   add eax, edx
0x77CDA966::ntdll.dll  56                      push esi
0x77CDA967::ntdll.dll  50                      push eax
0x77CDA968::ntdll.dll  E8 33 FE FF FF          call 0x77cda7a0 -> _stricmp
0x77CC29B3::ntdll.dll  0F B6 72 08             movzx esi, byte ptr [edx+0x8]
0x77CC29B7::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC29BB::ntdll.dll  66 89 70 10             mov word ptr [eax+0x10], si
0x77CC29BF::ntdll.dll  EB E4                   jmp 0x77cc29a5
0x77CD19AC::ntdll.dll  3B C6                   cmp eax, esi
0x77CD19AE::ntdll.dll  74 14                   jz 0x77cd19c4
0x77CD19B0::ntdll.dll  39 78 08                cmp dword ptr [eax+0x8], edi
0x77CD19B3::ntdll.dll  74 04                   jz 0x77cd19b9
0x77CD19B5::ntdll.dll  8B 00                   mov eax, dword ptr [eax]
0x77CD19B7::ntdll.dll  EB F3                   jmp 0x77cd19ac
0x77C8AB93::ntdll.dll  3B 45 D0                cmp eax, dword ptr [ebp-0x30]
0x77C8AB96::ntdll.dll  73 16                   jnb 0x77c8abae
0x77C8AB98::ntdll.dll  85 D2                   test edx, edx
0x77C8AB9A::ntdll.dll  74 04                   jz 0x77c8aba0
0x77C8AB9C::ntdll.dll  03 C2                   add eax, edx
0x77C8AB9E::ntdll.dll  89 06                   mov dword ptr [esi], eax
0x77C8ABA0::ntdll.dll  83 C3 04                add ebx, 0x4
0x77C8ABA3::ntdll.dll  89 5D 10                mov dword ptr [ebp+0x10], ebx
0x77C8ABA6::ntdll.dll  83 C6 04                add esi, 0x4
0x77C8ABA9::ntdll.dll  89 75 D8                mov dword ptr [ebp-0x28], esi
0x77C8ABAC::ntdll.dll  EB CF                   jmp 0x77c8ab7d
0x77CC281E::ntdll.dll  0F B6 72 01             movzx esi, byte ptr [edx+0x1]
0x77CC2822::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2826::ntdll.dll  66 89 70 02             mov word ptr [eax+0x2], si
0x77CC282A::ntdll.dll  EB D7                   jmp 0x77cc2803
0x77CCF935::ntdll.dll  2B DF                   sub ebx, edi
0x77CCF937::ntdll.dll  83 E8 40                sub eax, 0x40
0x77CCF93A::ntdll.dll  8B F7                   mov esi, edi
0x77CCF93C::ntdll.dll  2B D7                   sub edx, edi
0x77CCF93E::ntdll.dll  E9 B0 2E FF FF          jmp 0x77cc27f3
0x77CC27F3::ntdll.dll  83 FE 1F                cmp esi, 0x1f
0x77CC27F6::ntdll.dll  0F 87 2B D1 00 00       jnbe 0x77ccf927
0x77CC27FC::ntdll.dll  FF 24 B5 20 27 CC 77    jmp dword ptr [esi*4+0x77cc2720]
0x77CCF927::ntdll.dll  0F B6 72 1F             movzx esi, byte ptr [edx+0x1f]
0x77CCF92B::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCF92F::ntdll.dll  66 89 70 3E             mov word ptr [eax+0x3e], si
0x77CCF933::ntdll.dll  EB E4                   jmp 0x77ccf919
0x77CCF919::ntdll.dll  0F B6 72 1E             movzx esi, byte ptr [edx+0x1e]
0x77CCF91D::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCF921::ntdll.dll  66 89 70 3C             mov word ptr [eax+0x3c], si
0x77CCF925::ntdll.dll  EB E4                   jmp 0x77ccf90b
0x77CCF90B::ntdll.dll  0F B6 72 1D             movzx esi, byte ptr [edx+0x1d]
0x77CCF90F::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCF913::ntdll.dll  66 89 70 3A             mov word ptr [eax+0x3a], si
0x77CCF917::ntdll.dll  EB E4                   jmp 0x77ccf8fd
0x77CCF8FD::ntdll.dll  0F B6 72 1C             movzx esi, byte ptr [edx+0x1c]
0x77CCF901::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCF905::ntdll.dll  66 89 70 38             mov word ptr [eax+0x38], si
0x77CCF909::ntdll.dll  EB E4                   jmp 0x77ccf8ef
0x77CCF8EF::ntdll.dll  0F B6 72 1B             movzx esi, byte ptr [edx+0x1b]
0x77CCF8F3::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCF8F7::ntdll.dll  66 89 70 36             mov word ptr [eax+0x36], si
0x77CCF8FB::ntdll.dll  EB E1                   jmp 0x77ccf8de
0x77CCF8DE::ntdll.dll  0F B6 72 1A             movzx esi, byte ptr [edx+0x1a]
0x77CCF8E2::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCF8E6::ntdll.dll  66 89 70 34             mov word ptr [eax+0x34], si
0x77CCF8EA::ntdll.dll  E9 10 B6 FF FF          jmp 0x77ccaeff
0x77CCAEFF::ntdll.dll  0F B6 72 19             movzx esi, byte ptr [edx+0x19]
0x77CCAF03::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCAF07::ntdll.dll  66 89 70 32             mov word ptr [eax+0x32], si
0x77CCAF0B::ntdll.dll  EB E1                   jmp 0x77ccaeee
0x77CCAEEE::ntdll.dll  0F B6 72 18             movzx esi, byte ptr [edx+0x18]
0x77CCAEF2::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CCAEF6::ntdll.dll  66 89 70 30             mov word ptr [eax+0x30], si
0x77CCAEFA::ntdll.dll  E9 84 7B FF FF          jmp 0x77cc2a83
0x77CC2A83::ntdll.dll  0F B6 72 17             movzx esi, byte ptr [edx+0x17]
0x77CC2A87::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A8B::ntdll.dll  66 89 70 2E             mov word ptr [eax+0x2e], si
0x77CC2A8F::ntdll.dll  EB E4                   jmp 0x77cc2a75
0x77CC2A75::ntdll.dll  0F B6 72 16             movzx esi, byte ptr [edx+0x16]
0x77CC2A79::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A7D::ntdll.dll  66 89 70 2C             mov word ptr [eax+0x2c], si
0x77CC2A81::ntdll.dll  EB E4                   jmp 0x77cc2a67
0x77CC2A67::ntdll.dll  0F B6 72 15             movzx esi, byte ptr [edx+0x15]
0x77CC2A6B::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A6F::ntdll.dll  66 89 70 2A             mov word ptr [eax+0x2a], si
0x77CC2A73::ntdll.dll  EB E4                   jmp 0x77cc2a59
0x77CC2A59::ntdll.dll  0F B6 72 14             movzx esi, byte ptr [edx+0x14]
0x77CC2A5D::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A61::ntdll.dll  66 89 70 28             mov word ptr [eax+0x28], si
0x77CC2A65::ntdll.dll  EB E4                   jmp 0x77cc2a4b
0x77CC2A4B::ntdll.dll  0F B6 72 13             movzx esi, byte ptr [edx+0x13]
0x77CC2A4F::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A53::ntdll.dll  66 89 70 26             mov word ptr [eax+0x26], si
0x77CC2A57::ntdll.dll  EB E4                   jmp 0x77cc2a3d
0x77CC2A3D::ntdll.dll  0F B6 72 12             movzx esi, byte ptr [edx+0x12]
0x77CC2A41::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A45::ntdll.dll  66 89 70 24             mov word ptr [eax+0x24], si
0x77CC2A49::ntdll.dll  EB E4                   jmp 0x77cc2a2f
0x77CC2A2F::ntdll.dll  0F B6 72 11             movzx esi, byte ptr [edx+0x11]
0x77CC2A33::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A37::ntdll.dll  66 89 70 22             mov word ptr [eax+0x22], si
0x77CC2A3B::ntdll.dll  EB E4                   jmp 0x77cc2a21
0x77CC2A21::ntdll.dll  0F B6 72 10             movzx esi, byte ptr [edx+0x10]
0x77CC2A25::ntdll.dll  66 8B 34 71             mov si, word ptr [ecx+esi*2]
0x77CC2A29::ntdll.dll  66 89 70 20             mov word ptr [eax+0x20], si
0x77CC2A2D::ntdll.dll  EB E4                   jmp 0x77cc2a13
