4584, 1241096
4584, 1241352
4584, 1241096
20, 0
4296, 18
4296, 19
173, 0
17, 4294967295
17, 4294967295
17, 4294967295
200, 2024
200, 2024
200, 2024
17, 4294967295
178, 4294967295
154, 4294967295
154, 4294967295
178, 4294967295
119, 1243308
51, 1242688
119, 1243208
177, 1888
25, 1888
144, 1241692
116, 1240956
50, 1240964
108, 1884
116, 1240808
116, 1240824
200, 2024
25, 1888
25, 1884
267, 4294967295
142, 53
119, 1239168
142, 53
142, 53
139, 1239020
142, 53
142, 53
142, 53
139, 1239092
116, 1239168
142, 53
116, 1240296
50, 1240292
25, 1888
108, 1880
25, 1880
267, 4294967295
116, 1240668
50, 1240848
167, 1888
25, 1880
108, 1888
25, 1888
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
119, 1240040
8, 2000493208
144, 1239208
139, 1238076
116, 1238312
50, 1238308
25, 1888
108, 1880
25, 1880
267, 4294967295
139, 1237684
37, 1238448
50, 1238440
25, 1880
108, 1888
25, 1888
267, 4294967295
116, 1238472
50, 1238480
108, 1880
151, 1888
116, 1238340
200, 2024
25, 1888
25, 1880
267, 4294967295
142, 53
4589, 1240000
4655, 104
4497, 0
4419, 16842833
4655, 38
4655, 66
130, 4294967294
124, 4294967295
156, 1880
25, 1880
119, 1240056
123, 4294967295
1, 1401528
25, 1888
119, 1240064
177, 1888
25, 1888
4655, 41
123, 4294967295
1, 1401528
25, 1888
119, 1240064
177, 1888
25, 1888
4655, 27
4655, 102
25, 1880
4655, 4130
119, 1240056
73, 1880
25, 1880
4473, 1239820
4584, 1239764
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239816
4584, 1239760
4473, 1239816
4584, 1239760
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
4473, 1239812
4584, 1239812
4473, 1239820
4584, 1239764
4473, 1239820
4584, 1239764
125, 1241816
108, 1880
25, 1880
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
137, 4294967295
137, 4294967295
78, 4294967295
119, 1241200
173, 0
17, 4294967295
17, 4294967295
17, 4294967295
200, 2024
200, 2024
200, 2024
17, 4294967295
144, 1239820
116, 1239084
50, 1239092
108, 1888
116, 1238936
116, 1238952
200, 2024
25, 1880
25, 1888
267, 4294967295
142, 53
17, 4294967295
122, 1241704
154, 1888
25, 1888
4589, 1241144
4655, 104
4655, 38
130, 4294967294
124, 4294967295
156, 1888
25, 1888
119, 1241188
123, 4294967295
1, 1401528
25, 1880
119, 1241184
177, 1880
25, 1880
4655, 41
4655, 102
25, 1888
4473, 1240944
4584, 1240888
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240940
4584, 1240884
4473, 1240940
4584, 1240884
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
4473, 1240944
4584, 1240888
259, 1244464
32, 1244464
229, 4294967294
165, 1245100
173, 0
17, 4294967295
17, 4294967295
17, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
200, 2024
200, 2024
200, 2024
17, 4294967295
17, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
178, 4294967295
154, 4294967295
154, 4294967295
178, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
17, 4294967295
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
51, 1243364
189, 1888
271, 1888
119, 1243168
177, 1880
25, 1880
139, 1243440
116, 1242256
145, 1880
173, 44
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
116, 1242256
145, 1880
25, 1880
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
200, 2024
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
154, 4294967295
257, 0
